"Gene","GeneSymbol","Chr","start","end","band","cytoband","isCentromer","ensembl_gene_id","hgnc_symbol","entrezgene_id","description"
"ENSG00000100106","TRIOBP","22",37697048,37776556,"q13.1","22q","no","ENSG00000100106","TRIOBP",11078,"TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:17009]"
"ENSG00000308920","","13",114219572,114221228,"q34","13q","no","ENSG00000308920","",NA,"novel transcript, antisense to RP11-569D9.5"
"ENSG00000298558","","18",54245827,54252210,"q21.2","18q","no","ENSG00000298558","",NA,"novel transcript"
"ENSG00000308958","","13",47904510,47905910,"q14.2","13q","no","ENSG00000308958","",NA,"novel transcript, antisense to SUCLA2"
"ENSG00000277051","","20",45847630,45847940,"q13.12","20q","no","ENSG00000277051","",NA,"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSG00000308976","","13",56563561,56735632,"q21.1","13q","no","ENSG00000308976","",NA,"novel transcript"
"ENSG00000235525","FTLP1","20",45975249,45976075,"q13.12","20q","no","ENSG00000235525","FTLP1",NA,"ferritin light chain pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16547]"
"ENSG00000225116","TCEAL9P1","20",3465177,3465444,"p13","20p","no","ENSG00000225116","TCEAL9P1",NA,"TCEAL9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56943]"
"ENSG00000275223","","20",33655701,33656423,"q11.22","20q","no","ENSG00000275223","",NA,"novel transcript"
"ENSG00000309001","","13",53159729,53250350,"q14.3","13q","no","ENSG00000309001","",NA,"novel transcript"
"ENSG00000149609","C20orf144","20",33662327,33665619,"q11.22","20q","no","ENSG00000149609","C20orf144",128864,"chromosome 20 open reading frame 144 [Source:HGNC Symbol;Acc:HGNC:16137]"
"ENSG00000309005","","13",109605265,109606755,"q34","13q","no","ENSG00000309005","",NA,"novel transcript"
"ENSG00000309013","","13",53236992,53242266,"q14.3","13q","no","ENSG00000309013","",NA,"novel transcript"
"ENSG00000298574","","18",6286790,6302846,"p11.31","18p","no","ENSG00000298574","",NA,"novel transcript, antisense to L3MBTL4"
"ENSG00000271901","","13",34545929,34696619,"q13.2","13q","no","ENSG00000271901","",NA,"novel transcript"
"ENSG00000298599","","18",71432015,71646596,"q22.3","18q","no","ENSG00000298599","",NA,"novel transcript"
"ENSG00000271803","","20",33674517,33675380,"q11.22","20q","no","ENSG00000271803","",NA,"novel transcript, antisense to NECAB3"
"ENSG00000274317","LINC02334","13",37934298,38066444,"q13.3","13q","no","ENSG00000274317","LINC02334",NA,"long intergenic non-protein coding RNA 2334 [Source:HGNC Symbol;Acc:HGNC:53254]"
"ENSG00000230837","RPL31P2","20",33752167,33752543,"q11.22","20q","no","ENSG00000230837","RPL31P2",NA,"ribosomal protein L31 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16575]"
"ENSG00000240639","RN7SL666P","20",43222206,43222509,"q13.11","20q","no","ENSG00000240639","RN7SL666P",NA,"RNA, 7SL, cytoplasmic 666, pseudogene [Source:HGNC Symbol;Acc:HGNC:46682]"
"ENSG00000290522","","18",15313556,15330513,"p11.21","18p","no","ENSG00000290522","",NA,"novel transcript"
"ENSG00000226038","PPIAP21","20",43230760,43231260,"q13.11","20q","no","ENSG00000226038","PPIAP21",NA,"peptidylprolyl isomerase A pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:16246]"
"ENSG00000252193","","20",43304555,43304679,"q13.11","20q","no","ENSG00000252193","",124900461,""
"ENSG00000252367","","20",5113993,5114083,"p12.3","20p","no","ENSG00000252367","",NA,"Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000212517","","20",5121417,5121539,"p12.3","20p","no","ENSG00000212517","",124900464,""
"ENSG00000225022","UBE2D3P1","20",5292388,5292831,"p12.3","20p","no","ENSG00000225022","UBE2D3P1",NA,"ubiquitin conjugating enzyme E2 D3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33349]"
"ENSG00000101292","PROKR2","20",5299218,5316954,"p12.3","20p","no","ENSG00000101292","PROKR2",128674,"prokineticin receptor 2 [Source:HGNC Symbol;Acc:HGNC:15836]"
"ENSG00000309044","","13",26503213,26518816,"q12.13","13q","no","ENSG00000309044","",NA,"novel transcript"
"ENSG00000309047","","13",37871611,37935033,"q13.3","13q","no","ENSG00000309047","",NA,"novel transcript"
"ENSG00000200313","RNA5-8SP7","20",5346006,5346160,"p12.3","20p","no","ENSG00000200313","RNA5-8SP7",NA,"RNA, 5.8S ribosomal pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:41962]"
"ENSG00000276688","","20",5407564,5407876,"p12.3","20p","no","ENSG00000276688","",NA,"novel transcript"
"ENSG00000287477","","13",37869747,37874444,"q13.3","13q","no","ENSG00000287477","",NA,"novel transcript, antisense to TRPC4"
"ENSG00000125888","BANF2","20",17693672,17735871,"p12.1","20p","no","ENSG00000125888","BANF2",140836,"BANF family member 2 [Source:HGNC Symbol;Acc:HGNC:16172]"
"ENSG00000309062","","13",98755098,98755865,"q32.3","13q","no","ENSG00000309062","",NA,"novel transcript"
"ENSG00000260676","LINC01541","18",71519962,71579003,"q22.3","18q","no","ENSG00000260676","LINC01541",100505776,"long intergenic non-protein coding RNA 1541 [Source:HGNC Symbol;Acc:HGNC:51309]"
"ENSG00000309105","","13",75907377,75934932,"q22.2","13q","no","ENSG00000309105","",NA,"novel transcript"
"ENSG00000309114","","13",90129849,90187014,"q31.3","13q","no","ENSG00000309114","",NA,"novel transcript"
"ENSG00000309124","","13",96898819,96935116,"q32.1","13q","no","ENSG00000309124","",NA,"novel transcript"
"ENSG00000309133","","13",90177100,90206076,"q31.3","13q","no","ENSG00000309133","",NA,"novel transcript"
"ENSG00000267560","","18",62299682,62323617,"q21.33","18q","no","ENSG00000267560","",NA,"novel transcript, antisense to KIAA1468"
"ENSG00000309171","","13",39817743,39819295,"q14.11","13q","no","ENSG00000309171","",NA,"novel transcript"
"ENSG00000309189","","13",101416562,101417233,"q33.1","13q","no","ENSG00000309189","",NA,"novel transcript"
"ENSG00000298631","","18",22229016,22268073,"q11.2","18q","no","ENSG00000298631","",NA,"novel transcript"
"ENSG00000223685","LINC00571","13",38050817,38350284,"q13.3","13q","no","ENSG00000223685","LINC00571",100874188,"long intergenic non-protein coding RNA 571 [Source:HGNC Symbol;Acc:HGNC:43721]"
"ENSG00000222612","RNU2-52P","20",41024205,41024394,"q12","20q","no","ENSG00000222612","RNU2-52P",NA,"RNA, U2 small nuclear 52, pseudogene [Source:HGNC Symbol;Acc:HGNC:48545]"
"ENSG00000198900","TOP1","20",41028822,41124487,"q12","20q","no","ENSG00000198900","TOP1",7150,"DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]"
"ENSG00000298668","","18",64611154,64631385,"q22.1","18q","no","ENSG00000298668","",NA,"novel transcript"
"ENSG00000265533","DSEL-AS1","18",67516546,67930010,"q22.1","18q","no","ENSG00000265533","DSEL-AS1",643542,"DSEL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55325]"
"ENSG00000309212","","13",38415413,38431335,"q13.3","13q","no","ENSG00000309212","",NA,"novel transcript"
"ENSG00000298764","","18",7272414,7276844,"p11.23","18p","no","ENSG00000298764","",NA,"novel transcript"
"ENSG00000298781","","18",7271944,7273786,"p11.23","18p","no","ENSG00000298781","",NA,"novel transcript"
"ENSG00000235903","CPB2-AS1","13",46052497,46161379,"q14.13","13q","no","ENSG00000235903","CPB2-AS1",100509894,"CPB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39898]"
"ENSG00000264265","LINC01925","18",508134,523715,"p11.32","18p","no","ENSG00000264265","LINC01925",105376854,"long intergenic non-protein coding RNA 1925 [Source:HGNC Symbol;Acc:HGNC:52745]"
"ENSG00000298908","","18",32311822,32318767,"q12.1","18q","no","ENSG00000298908","",NA,"novel transcript, antisense to GAREM1"
"ENSG00000298930","","18",78645844,78703726,"q23","18q","no","ENSG00000298930","",NA,"novel transcript"
"ENSG00000298966","","18",9404527,9421117,"p11.22","18p","no","ENSG00000298966","",NA,"novel transcript"
"ENSG00000299053","","18",79394163,79395220,"q23","18q","no","ENSG00000299053","",NA,"novel transcript"
"ENSG00000299142","","18",78268195,78269867,"q23","18q","no","ENSG00000299142","",NA,"novel transcript"
"ENSG00000299248","","18",50726730,50756802,"q21.2","18q","no","ENSG00000299248","",NA,"novel transcript, antisense to MAPK4"
"ENSG00000265485","LINC01915","18",24534551,24708542,"q11.2","18q","no","ENSG00000265485","LINC01915",729950,"long intergenic non-protein coding RNA 1915 [Source:HGNC Symbol;Acc:HGNC:52734]"
"ENSG00000261498","LINC00566","13",24331450,24337131,"q12.12","13q","no","ENSG00000261498","LINC00566",100861547,"long intergenic non-protein coding RNA 566 [Source:HGNC Symbol;Acc:HGNC:43710]"
"ENSG00000234772","LINC00412","13",27178243,27251484,"q12.2","13q","no","ENSG00000234772","LINC00412",NA,"long intergenic non-protein coding RNA 412 [Source:HGNC Symbol;Acc:HGNC:42745]"
"ENSG00000276169","MIR6871","20",41169023,41169078,"q12","20q","no","ENSG00000276169","MIR6871",102466912,"microRNA 6871 [Source:HGNC Symbol;Acc:HGNC:49964]"
"ENSG00000272407","","20",41196647,41196938,"q12","20q","no","ENSG00000272407","",NA,"major histocompatibility complex, class I (HLA) pseudogene"
"ENSG00000266489","","18",24516699,24544154,"q11.2","18q","no","ENSG00000266489","",NA,"novel transcript"
"ENSG00000242748","RPL23AP81","20",41196691,41197157,"q12","20q","no","ENSG00000242748","RPL23AP81",NA,"ribosomal protein L23a pseudogene 81 [Source:HGNC Symbol;Acc:HGNC:36246]"
"ENSG00000263989","RN7SL615P","20",41290280,41290577,"q12","20q","no","ENSG00000263989","RN7SL615P",NA,"RNA, 7SL, cytoplasmic 615, pseudogene [Source:HGNC Symbol;Acc:HGNC:46631]"
"ENSG00000228210","RPL7AP12","20",4590993,4591300,"p13","20p","no","ENSG00000228210","RPL7AP12",NA,"ribosomal protein L7a pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:16562]"
"ENSG00000171864","PRND","20",4721909,4728460,"p13","20p","no","ENSG00000171864","PRND",23627,"prion like protein doppel [Source:HGNC Symbol;Acc:HGNC:15748]"
"ENSG00000309374","","13",23668279,23671038,"q12.12","13q","no","ENSG00000309374","",NA,"novel transcript, antisense to TNFRSF19"
"ENSG00000287611","","18",24499952,24523517,"q11.2","18q","no","ENSG00000287611","",NA,"novel transcript"
"ENSG00000232162","USP12-AS1","13",27110354,27183514,"q12.13","13q","no","ENSG00000232162","USP12-AS1",NA,"USP12 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39961]"
"ENSG00000180259","PRNT","20",4731279,4740668,"p13","20p","no","ENSG00000180259","PRNT",149830,"prion locus lncRNA, testis expressed [Source:HGNC Symbol;Acc:HGNC:18046]"
"ENSG00000309395","","13",27045746,27055630,"q12.13","13q","no","ENSG00000309395","",NA,"novel transcript"
"ENSG00000232132","NDFIP2-AS1","13",79422549,79481950,"q31.1","13q","no","ENSG00000232132","NDFIP2-AS1",100874208,"NDFIP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40844]"
"ENSG00000231071","IDI1P3","20",4735669,4736673,"p13","20p","no","ENSG00000231071","IDI1P3",NA,"IDI1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:54668]"
"ENSG00000225357","RPF2P1","20",35752814,35753719,"q11.22","20q","no","ENSG00000225357","RPF2P1",NA,"ribosome production factor 2 homolog pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16186]"
"ENSG00000283527","","20",35769785,35769867,"q11.22","20q","no","ENSG00000283527","",NA,"U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]"
"ENSG00000235996","","20",19212852,19213477,"p11.23","20p","no","ENSG00000235996","",NA,"novel transcript"
"ENSG00000179447","SLC24A3-AS1","20",19242302,19284596,"p11.23","20p","no","ENSG00000179447","SLC24A3-AS1",100130264,"SLC24A3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40540]"
"ENSG00000232675","","20",19693209,19697576,"p11.23","20p","no","ENSG00000232675","",NA,"novel transcript, antisense to SLC24A3"
"ENSG00000235647","MTFR2P2","22",39750127,39751293,"q13.1","22q","no","ENSG00000235647","MTFR2P2",NA,"MTFR2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54774]"
"ENSG00000299422","","18",24663741,24672781,"q11.2","18q","no","ENSG00000299422","",NA,"novel transcript"
"ENSG00000277232","GTSE1-DT","22",46295143,46296660,"q13.31","22q","no","ENSG00000277232","GTSE1-DT",150384,"GTSE1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:27163]"
"ENSG00000280312","","22",47259366,47261007,"q13.31","22q","no","ENSG00000280312","",NA,"TEC"
"ENSG00000279712","","22",47916728,47926264,"q13.31","22q","no","ENSG00000279712","",NA,"novel transcript"
"ENSG00000279833","","22",39133090,39136760,"q13.1","22q","no","ENSG00000279833","",NA,"novel transcript, antisense to CBX7"
"ENSG00000188636","RTL6","22",44492583,44498233,"q13.31","22q","no","ENSG00000188636","RTL6",84247,"retrotransposon Gag like 6 [Source:HGNC Symbol;Acc:HGNC:13343]"
"ENSG00000204103","MAFB","20",40685848,40689236,"q12","20q","no","ENSG00000204103","MAFB",9935,"MAF bZIP transcription factor B [Source:HGNC Symbol;Acc:HGNC:6408]"
"ENSG00000286972","","20",40717257,40758636,"q12","20q","no","ENSG00000286972","",NA,"novel transcript"
"ENSG00000261738","MIR3976HG","18",5721812,5876692,"p11.31","18p","no","ENSG00000261738","MIR3976HG",645355,"MIR3976 host gene [Source:HGNC Symbol;Acc:HGNC:51104]"
"ENSG00000279642","","22",44486295,44486914,"q13.31","22q","no","ENSG00000279642","",NA,"TEC"
"ENSG00000238908","RNA5SP484","20",40854119,40854229,"q12","20q","no","ENSG00000238908","RNA5SP484",NA,"RNA, 5S ribosomal pseudogene 484 [Source:HGNC Symbol;Acc:HGNC:43384]"
"ENSG00000235102","ADI1P1","20",41331123,41331660,"q12","20q","no","ENSG00000235102","ADI1P1",NA,"acireductone dioxygenase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52339]"
"ENSG00000224856","RPL35AP36","22",43957027,43957348,"q13.31","22q","no","ENSG00000224856","RPL35AP36",NA,"ribosomal protein L35a pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:36103]"
"ENSG00000229398","","20",41382383,41383107,"q12","20q","no","ENSG00000229398","",NA,"novel pseudogene"
"ENSG00000235088","","20",41459354,41461944,"q12","20q","no","ENSG00000235088","",NA,"lymphocyte antigen 6 complex, locus H (LY6H) pseudogene"
"ENSG00000278890","","22",48052646,48058275,"q13.31","22q","no","ENSG00000278890","",NA,"novel transcript"
"ENSG00000273951","","20",41485571,41486225,"q12","20q","no","ENSG00000273951","",NA,"novel transcript, sense intronic to CHD6"
"ENSG00000285623","","22",49166421,49188062,"q13.33","22q","no","ENSG00000285623","",NA,"novel transcript"
"ENSG00000232493","RPL12P11","20",41547422,41547922,"q12","20q","no","ENSG00000232493","RPL12P11",NA,"ribosomal protein L12 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:15835]"
"ENSG00000280216","","22",39379610,39380015,"q13.1","22q","no","ENSG00000280216","",NA,"TEC"
"ENSG00000252386","RNU6-1018P","20",41684986,41685091,"q12","20q","no","ENSG00000252386","RNU6-1018P",NA,"RNA, U6 small nuclear 1018, pseudogene [Source:HGNC Symbol;Acc:HGNC:47981]"
"ENSG00000130943","PKDREJ","22",46255663,46263343,"q13.31","22q","no","ENSG00000130943","PKDREJ",10343,"polycystin family receptor for egg jelly [Source:HGNC Symbol;Acc:HGNC:9015]"
"ENSG00000212224","","20",41712479,41712600,"q12","20q","no","ENSG00000212224","",124900463,""
"ENSG00000233352","","20",45229817,45230191,"q13.12","20q","no","ENSG00000233352","",NA,"WAP four-disulfide core domain 15B (Wfdc15b) pseudogene"
"ENSG00000124107","SLPI","20",45252239,45254564,"q13.12","20q","no","ENSG00000124107","SLPI",6590,"secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:11092]"
"ENSG00000236611","LINC02556","22",23326616,23328493,"q11.23","22q","no","ENSG00000236611","LINC02556",102724679,"long intergenic non-protein coding RNA 2556 [Source:HGNC Symbol;Acc:HGNC:53595]"
"ENSG00000227009","FUNDC2P4","22",39155525,39155945,"q13.1","22q","no","ENSG00000227009","FUNDC2P4",NA,"FUN14 domain containing 2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37971]"
"ENSG00000309411","","13",47420538,47476056,"q14.2","13q","no","ENSG00000309411","",NA,"novel transcript"
"ENSG00000309412","","13",27212699,27220454,"q12.2","13q","no","ENSG00000309412","",124903137,"novel transcript"
"ENSG00000236079","SKP1P4","22",44413485,44414814,"q13.31","22q","no","ENSG00000236079","SKP1P4",NA,"S-phase kinase associated protein 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:56994]"
"ENSG00000277022","","20",45435272,45448325,"q13.12","20q","no","ENSG00000277022","",NA,"novel transcript"
"ENSG00000227354","RBM26-AS1","13",79405901,79427317,"q31.1","13q","no","ENSG00000227354","RBM26-AS1",100505538,"RBM26 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39805]"
"ENSG00000237387","","22",25580241,25581382,"q12.1","22q","no","ENSG00000237387","",NA,"novel transcript"
"ENSG00000237068","RPL5P2","20",45490818,45491671,"q13.12","20q","no","ENSG00000237068","RPL5P2",NA,"ribosomal protein L5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16568]"
"ENSG00000279914","","22",27040197,27041494,"q12.1","22q","no","ENSG00000279914","",NA,"novel transcript"
"ENSG00000101446","SPINT3","20",45512461,45515622,"q13.12","20q","no","ENSG00000101446","SPINT3",10816,"serine peptidase inhibitor, Kunitz type 3 [Source:HGNC Symbol;Acc:HGNC:11248]"
"ENSG00000224003","YES1P1","22",25647261,25649232,"q12.1","22q","no","ENSG00000224003","YES1P1",NA,"YES1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:12842]"
"ENSG00000249139","EPPIN-WFDC6","20",45534196,45547662,"q13.12","20q","no","ENSG00000249139","EPPIN-WFDC6",100526773,"EPPIN-WFDC6 readthrough [Source:HGNC Symbol;Acc:HGNC:38825]"
"ENSG00000224794","","22",39292988,39295589,"q13.1","22q","no","ENSG00000224794","",NA,"novel transcript"
"ENSG00000138944","SHISAL1","22",44243665,44312951,"q13.31","22q","no","ENSG00000138944","SHISAL1",85352,"shisa like 1 [Source:HGNC Symbol;Acc:HGNC:29335]"
"ENSG00000142178","SIK1","21",43414483,43427131,"q22.3","21q","no","ENSG00000142178","SIK1",150094,"salt inducible kinase 1 [Source:HGNC Symbol;Acc:HGNC:11142]"
"ENSG00000309440","","13",57457372,57520220,"q21.1","13q","no","ENSG00000309440","",NA,"novel transcript"
"ENSG00000203527","SCUBE1-AS1","22",43275955,43283830,"q13.2","22q","no","ENSG00000203527","SCUBE1-AS1",101927447,"SCUBE1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40635]"
"ENSG00000227676","LINC01068","13",79566598,79571451,"q31.1","13q","no","ENSG00000227676","LINC01068",NA,"long intergenic non-protein coding RNA 1068 [Source:HGNC Symbol;Acc:HGNC:49106]"
"ENSG00000232135","","20",45536796,45537014,"q13.12","20q","no","ENSG00000232135","",NA,"cytochrome C oxidase subunit VIc (COX6C) pseudogene"
"ENSG00000229900","HSPD1P21","20",45539983,45540227,"q13.12","20q","no","ENSG00000229900","HSPD1P21",NA,"heat shock protein family D (Hsp60) member 1 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:38592]"
"ENSG00000220702","","22",44365551,44366284,"q13.31","22q","no","ENSG00000220702","",NA,"novel transcript"
"ENSG00000101448","EPPIN","20",45540626,45547752,"q13.12","20q","no","ENSG00000101448","EPPIN",57119,"epididymal peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:15932]"
"ENSG00000285855","","22",48403462,48415571,"q13.32","22q","no","ENSG00000285855","",NA,"novel transcript"
"ENSG00000285707","","22",48254903,48259116,"q13.32","22q","no","ENSG00000285707","",NA,"novel transcript"
"ENSG00000309452","","13",40717410,40723168,"q14.11","13q","no","ENSG00000309452","",NA,"novel transcript"
"ENSG00000278960","","22",25756318,25756669,"q12.1","22q","no","ENSG00000278960","",NA,"novel transcript, antisense to MYO18B"
"ENSG00000309465","","13",39261255,39263070,"q13.3","13q","no","ENSG00000309465","",NA,"novel transcript, sense intronic to LHFP"
"ENSG00000276138","","22",15273855,15273961,"q11.1","22q","yes","ENSG00000276138","",124905168,"U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]"
"ENSG00000276871","","22",11249809,11249959,"p11.2","22p","no","ENSG00000276871","",NA,"5.8S ribosomal RNA [Source:RFAM;Acc:RF00002]"
"ENSG00000309469","","13",36815671,36819698,"q13.3","13q","no","ENSG00000309469","",NA,"novel transcript, antisense to RFXAP"
"ENSG00000278188","","22",16141767,16141872,"q11.1","22q","yes","ENSG00000278188","",124905169,"U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]"
"ENSG00000225316","TPTE2-AS1","13",19561328,19588616,"q12.11","13q","no","ENSG00000225316","TPTE2-AS1",NA,"TPTE2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42668]"
